Name,form,composition,shape,density_kg_m3,dimensionX_um,dimensionY_um,dimensionZ_um
mp1,freeMP,PVC,sphere,1580,0.25,0.25,0.25
mp2,freeMP,PVC,sphere,1580,2.5,2.5,2.5
mp3,freeMP,PVC,sphere,1580,25.0,25.0,25.0
mp4,freeMP,PVC,sphere,1580,250.0,250.0,250.0
mp5,freeMP,PVC,sphere,1580,2500.0,2500.0,2500.0
